"skill","best_x","best_y","best_score"
0.3,-0.510204081632653,0.0204081632653061,13.945
0.1,-0.469387755102041,-0.510204081632653,15.932
0.05,-0.387755102040816,-0.673469387755102,18.715
0.005,0.102040816326531,0.591836734693877,36.56
5e-04,0.142857142857143,0.591836734693877,59.12
